Row	Locator Number	Address	Zip Code	Distance (miles)	Sale Date	Sale Price	Price Per Sq. Ft.	Sale Validity	Total Acres	Living Units / Story Height	Exterior Wall Type	Architectural Style	Year Built	Total Living Area	Basement	Bed / Total Rooms	Full / Half Baths
312	24R131172	937 Cleta Dr.	63021	0.41	3/8/2021	$320,000	$179.37	X	0.1791	1 / 2	Aluminum / Vinyl	Conventional	1991	1,784	Full	4 / 8	2 / 1
313	23R221034	803 Reindeer Dr.	63021	0.92	11/1/2022	$320,000	$243.34	X	0.2200	1 / 1	Frame	Ranch	1986	1,315	Full	3 / 12	2 / 0
314	24R120044	207 Straightoak Ct.	63021	0.73	2/25/2022	$320,000	$273.50	X	0.1462	1 / 1	Aluminum / Vinyl	Ranch	1977	1,170	Full	3 / 7	2 / 0
315	24R520994	414 Dana Meadows Ln.	63021	0.89	2/26/2021	$321,410	$205.37	X	0.1731	1 / 1	Aluminum / Vinyl	Ranch	1988	1,565	Full	3 / 7	3 / 0
316	24S511203	707 Trago Creek Dr.	63021	0.71	3/23/2021	$322,100	$172.80	X	0.1901	1 / 2	Masonry and Frame	Conventional	1990	1,864	Full	4 / 8	2 / 1
317	24R520691	400 Tumulty Dr.	63021	0.84	2/12/2021	$322,500	$146.72	X	0.3253	1 / 2	Aluminum / Vinyl	Conventional	1985	2,198	Full	4 / 9	2 / 1
318	23S210404	297 Village Creek Dr.	63021	0.89	7/18/2022	$323,000	$251.55	X	0.1928	1 / 1	Asbestos	Ranch	1974	1,284	Full	3 / 6	2 / 0
319	24R510874	365 Napoli Ct.	63021	0.65	12/2/2022	$324,000	$250.77	X	0.1811	1 / 1	Aluminum / Vinyl	Ranch	1975	1,292	Full	3 / 8	2 / 0
320	24S520564	693 Walnut Point Ct.	63021	0.67	6/9/2021	$324,500	$157.14	X	0.1951	1 / 1	Asbestos	Conventional	1975	2,065	Full	3 / 7	2 / 0
321	24S220101	638 Showplace Ct.	63021	0.87	5/24/2021	$325,000	$215.80	X	0.1901	1 / 1	Aluminum / Vinyl	Ranch	1978	1,506	Full	3 / 7	2 / 0
322	24S310178	556 Running Creek Dr.	63021	0.60	6/14/2022	$325,000	$196.37	X	0.2430	1 / 1	Aluminum / Vinyl	Ranch	1978	1,655	Full	4 / 8	2 / 0
323	24R410251	141 Holly Garden Dr.	63021	0.31	5/27/2022	$325,000	$235.67	X	0.2211	1 / 1	Aluminum / Vinyl	Split Foyer	1983	1,379	Full	3 / 6	3 / 0
324	24R421282	189 Tortuna Dr.	63021	0.54	1/14/2022	$325,000	$240.38	2	0.2380	1 / 1	Aluminum / Vinyl	Split Foyer	1975	1,352	Full	3 / 7	3 / 0
325	24R510902	371 Napoli Ct.	63021	0.69	11/1/2021	$325,000	$250.77	X	0.2447	1 / 1	Aluminum / Vinyl	Split Foyer	1975	1,296	Full	3 / 7	3 / 0
326	24S510389	703 Village Wood Ct.	63021	0.74	6/8/2021	$325,900	$157.82	X	0.2318	1 / 1	Aluminum / Vinyl	Conventional	1977	2,065	Full	3 / 7	3 / 0
327	24R120448	213 Hollyberry Ct.	63021	0.72	10/5/2021	$326,500	$196.56	X	0.2634	1 / 1	Frame	Ranch	1978	1,661	Full	3 / 7	2 / 0
328	24R510063	388 Sorrento Dr.	63021	0.74	4/20/2022	$327,500	$234.26	X	0.2883	1 / 1	Brick	Split Foyer	1968	1,398	Full	3 / 7	2 / 1
329	24R121180	299 Arbor Trails Dr.	63021	0.85	10/27/2022	$327,500	$178.76	X	0.2049	1 / 1	Aluminum / Vinyl	Ranch	2003	1,832	Full	4 / 7	2 / 0
330	24R140220	808 Timberfield Dr.	63021	0.65	2/1/2022	$330,000	$269.60	X	0.1727	1 / 1	Aluminum / Vinyl	Split Foyer	1975	1,224	Full	3 / 7	3 / 0
331	23S220937	634 Old Ballwin Rd.	63021	0.68	8/17/2021	$330,000	$149.05	X	0.2883	1 / 2	Frame	Conventional	1985	2,214	Full	4 / 8	2 / 1
332	24R531233	375 Novara Dr.	63021	0.68	6/29/2021	$330,000	$240.87	X	0.2033	1 / 1	Aluminum / Vinyl	Ranch	1972	1,370	Full	3 / 7	2 / 0
333	24S330572	604 Clear Creek Ct.	63021	0.60	10/11/2021	$331,000	$234.08	X	0.2264	1 / 1	Masonry and Frame	Ranch	1978	1,414	Full	3 / 7	3 / 0
334	24R430244	153 Holly Green Dr.	63021	0.25	11/30/2021	$331,500	$230.36	X	0.1639	1 / 1	Aluminum / Vinyl	Split Foyer	1979	1,439	Full	2 / 7	3 / 0
335	24R120613	218 Vistaoak Ct.	63021	0.70	7/2/2021	$333,000	$279.83	2	0.3130	1 / 1	Aluminum / Vinyl	Ranch	1980	1,190	Full	3 / 7	2 / 0
336	24R240164	317 Brightfield Dr.	63021	0.91	9/21/2021	$335,000	$262.95	X	0.3194	1 / 1	Aluminum / Vinyl	Split Foyer	1975	1,274	Full	3 / 6	2 / 1
337	23S320561	435 Paula Vale Ct.	63021	0.26	11/16/2021	$335,000	$145.14	X	0.3070	1 / 2	Aluminum / Vinyl	Conventional	1977	2,308	Full	4 / 9	2 / 1
338	24R210116	319 Windyoak Dr.	63021	0.84	11/2/2021	$335,000	$265.24	X	0.1873	1 / 1	Aluminum / Vinyl	Split Foyer	1978	1,263	Full	3 / 7	2 / 1
339	23S310397	4 Blazedwood Ct.	63021	0.36	1/25/2022	$335,000	$222.14	X	0.1736	1 / 1	Frame	Ranch	1970	1,508	Full	3 / 7	3 / 0
340	23S210231	259 Cedar Village Ct.	63021	0.89	5/27/2022	$335,000	$251.12	X	0.2498	1 / 1	Aluminum / Vinyl	Ranch	1974	1,334	Full	3 / 7	2 / 0
341	23R241155	248 Treasure Cv.	63021	0.94	11/9/2022	$338,000	$306.15	X	0.3728	1 / 1	Masonry and Frame	Split Foyer	1976	1,104	Full	3 / 6	2 / 1
342	24R241750	465 Oak Glen Dr.	63021	0.94	10/11/2021	$339,900	$164.68	X	0.1387	1 / 2	Aluminum / Vinyl	Conventional	1988	2,064	Full	4 / 7	2 / 1
343	24S510675	412 Woodrun Dr.	63021	0.87	2/25/2022	$340,000	$259.54	X	0.1864	1 / 1	Aluminum / Vinyl	Ranch	1977	1,310	Full	3 / 7	2 / 1
344	24S640233	432 Madrina Ct.	63021	0.07	4/7/2022	$340,000	$272.43	2	0.2107	1 / 1	Masonry and Frame	Ranch	1976	1,248	Full	3 / 7	3 / 0
345	24R510847	920 Napoli Dr.	63021	0.62	9/19/2022	$340,000	$226.66	X	0.2666	1 / 1	Frame	Ranch	1975	1,500	Full	4 / 8	2 / 0
346	24S520092	659 Turfwood Dr.	63021	0.58	7/1/2022	$340,000	$284.28	X	0.1779	1 / 1	Aluminum / Vinyl	Ranch	1973	1,196	Full	3 / 6	2 / 0
347	23R211116	293 Amber Jack Dr.	63021	0.82	7/29/2021	$340,000	$169.15	X	0.2927	1 / 2	Masonry and Frame	Conventional	1975	2,010	Full	4 / 8	2 / 1
348	24S440253	305 Aspen Village Dr.	63021	0.91	5/24/2021	$340,000	$163.93	X	0.1733	1 / 2	Aluminum / Vinyl	Conventional	1976	2,074	Full	4 / 8	2 / 1
349	24R210093	311 Windyoak Dr.	63021	0.82	5/5/2021	$340,000	$269.20	I	0.1822	1 / 1	Frame	Split Foyer	1978	1,263	Full	3 / 6	3 / 0
350	24R130384	135 Hollybend Ct.	63021	0.57	9/15/2021	$341,000	$167.15	X	0.2000	1 / 2	Aluminum / Vinyl	Conventional	1978	2,040	Full	4 / 9	3 / 0
351	24R130348	1016 Hollybend Dr.	63021	0.53	3/16/2021	$342,000	$167.64	X	0.2400	1 / 2	Aluminum / Vinyl	Conventional	1978	2,040	Full	4 / 9	2 / 1
352	24S611347	514 Great Hill Dr.	63021	0.41	8/12/2022	$342,000	$261.66	X	0.1492	1 / 1	Frame	Ranch	1983	1,307	Full	3 / 7	2 / 0
353	24S220606	642 Nanceen Ct.	63021	0.81	10/11/2022	$345,000	$246.42	X	0.1873	1 / 1	Aluminum / Vinyl	Split Foyer	1981	1,400	Full	3 / 7	2 / 1
354	24S230827	470 Westglen Village Dr.	63021	0.89	12/14/2022	$347,000	$133.05	I	0.3028	1 / 2	Aluminum / Vinyl	Conventional	1998	2,608	Full	4 / 8	2 / 1
355	24R120291	1111 Shadowoak Dr.	63021	0.77	2/25/2022	$347,000	$258.18	X	0.1873	1 / 1	Frame	Split Foyer	1978	1,344	Full	4 / 7	3 / 0
356	24S330211	521 Cherry Ridge Ct.	63021	0.48	10/4/2021	$348,000	$258.35	4	0.2006	1 / 1	Aluminum / Vinyl	Ranch	1978	1,347	Full	3 / 7	2 / 0
357	23R220897	319 Reindeer Dr.	63021	0.93	2/9/2022	$350,000	$187.06	X	0.2000	1 / 1.5	Frame	Conventional	1985	1,871	Full	3 / 8	2 / 1
358	24R420711	939 Bellestri Dr.	63021	0.56	4/27/2022	$350,000	$294.61	X	0.2573	1 / 1	Aluminum / Vinyl	Split Foyer	1977	1,188	Full	3 / 6	3 / 0
359	24S510257	808 Pine Village Ct.	63021	0.90	10/29/2021	$350,000	$168.75	X	0.2528	1 / 2	Aluminum / Vinyl	Conventional	1977	2,074	Full	4 / 9	2 / 1
360	24R141173	229 Valleyoak Ct.	63021	0.66	7/1/2022	$350,000	$250.89	X	0.1842	1 / 1	Aluminum / Vinyl	Ranch	1979	1,395	Full	3 / 7	2 / 1
361	23S230581	749 Stoney Creek Ln.	63021	0.89	11/1/2021	$354,500	$196.50	X	0.2239	1 / 1	Brick	Ranch	2000	1,804	Full	3 / 6	2 / 0
362	24S510235	815 Pine Village Ct.	63021	0.91	1/20/2022	$355,000	$171.16	R	0.2459	1 / 2	Aluminum / Vinyl	Conventional	1977	2,074	Full	4 / 8	2 / 1
363	23S320514	446 Paula Vale Ct.	63021	0.23	9/16/2021	$355,000	$163.89	X	0.2324	1 / 2	Aluminum / Vinyl	Conventional	1979	2,166	Full	4 / 9	2 / 1
